기사 제목,이모티콘 수,댓글 수,게시된 시간,기자 이름,구독 수,응원 수,이미지 title,원본기사주소
"개 ‘식용’ 도살·판매, 2027년 2월부터 처벌","['0', '0', '1', '0', '0']",3,오후 9:20,null,0,0,경향신문,https://n.news.naver.com/mnews/article/032/0003297586?sid=101
"국내 30대 그룹 임원, 여성 비중 첫 7% 돌파","['0', '0', '0', '0', '0']",0,오후 9:20,강병한,140,173,경향신문,https://n.news.naver.com/mnews/article/032/0003297585?sid=101
치킨 가격 줄줄이 인상…“치킨 먹기 겁나요”,"['1', '1', '4', '0', '9']",105,오후 9:19,null,0,0,KBS,https://n.news.naver.com/mnews/article/056/0011725411?sid=101
MS “역대 가장 빠르고 지능적”…생성형 AI 탑재 ‘코파일럿+PC’ 공개,"['0', '0', '0', '0', '0']",0,오후 9:19,김상범,10,3,경향신문,https://n.news.naver.com/mnews/article/032/0003297584?sid=101
"“소수 재벌 대출에 리스크 과다 집중”…주요 금융지주, 미 증권위엔 알리고 국내 전자공시엔 누락","['0', '0', '1', '0', '0']",0,오후 9:17,김지혜,"1,929","1,376",경향신문,https://n.news.naver.com/mnews/article/032/0003297583?sid=101
"새 아파트인데…건물 삐딱, 물 줄줄?","['0', '0', '0', '0', '16']",17,오후 9:17,유희곤,"2,061","1,540",경향신문,https://n.news.naver.com/mnews/article/032/0003297582?sid=101
"정부, 지역 수요·주거 특성 반영한 ‘맞춤형 공공임대’ 도입","['0', '0', '0', '0', '0']",0,오후 9:17,유희곤,"2,061","1,540",경향신문,https://n.news.naver.com/mnews/article/032/0003297581?sid=101
"“핵잠 보유로 세계 최다 잠수함 보유국 북 위협 대비해야""","['0', '0', '1', '0', '0']",1,오후 9:16,배창학,160,507,한국경제TV,https://n.news.naver.com/mnews/article/215/0001162946?sid=101
[미리보는 이데일리 신문]산업계 귀한몸 된 ‘닥터 코퍼’ 물가 흔든다,"['0', '0', '0', '0', '0']",0,오후 9:16,김국배,"1,315",572,이데일리,https://n.news.naver.com/mnews/article/018/0005745040?sid=101
"과기정통부, 카카오톡 연속 장애에 긴급 현장점검","['0', '0', '0', '0', '1']",0,오후 9:15,최덕재,894,479,연합뉴스TV,https://n.news.naver.com/mnews/article/422/0000660969?sid=101
‘3고’ 지속… 5월 소비심리 올들어 첫 ‘비관적’ 전환,"['0', '0', '0', '0', '0']",0,오후 9:15,박미영,"1,401",834,세계일보,https://n.news.naver.com/mnews/article/022/0003934968?sid=101
‘위기 상황 돌파’ 삼성전자 반도체 수장 전격 교체,"['0', '0', '1', '0', '1']",8,오후 9:14,김상범,10,3,경향신문,https://n.news.naver.com/mnews/article/032/0003297580?sid=101
‘딥페이크’ 가짜뉴스 대응…AI 생성물 ‘워터마크’ 의무화,"['0', '0', '0', '0', '0']",0,오후 9:14,배문규,637,249,경향신문,https://n.news.naver.com/mnews/article/032/0003297579?sid=101
불법추심 피해 땐 정부 법률 서비스,"['0', '0', '0', '0', '0']",0,오후 9:14,윤지원,"1,436",566,경향신문,https://n.news.naver.com/mnews/article/032/0003297578?sid=101
‘스칼릿’ 닮은 ‘스카이’ 목소리? 챗GPT 음성 서비스 일시 중단,"['0', '0', '0', '0', '0']",0,오후 9:14,배문규,637,249,경향신문,https://n.news.naver.com/mnews/article/032/0003297577?sid=101
BBQ 인상 대열 동참…황금올리브치킨 2만3000원,"['0', '0', '0', '0', '1']",1,오후 9:14,정유미,2,1,경향신문,https://n.news.naver.com/mnews/article/032/0003297576?sid=101
"제놀루션 '세계 꿀벌의 날' 캠페인…""지속 가능한 미래 위해""","['0', '0', '0', '0', '0']",0,오후 9:11,최서윤,"4,716","7,619",뉴스1,https://n.news.naver.com/mnews/article/421/0007553449?sid=101
"ETF 선물지수, 비과세 효과 유지하나","['0', '0', '1', '0', '0']",0,오후 9:09,박형수,"1,765",458,아시아경제,https://n.news.naver.com/mnews/article/277/0005421317?sid=101
치킨값 또 껑충… 1마리 배달 시키면 3만원,"['2', '4', '3', '0', '3']",59,오후 9:03,김현아,"1,110","2,096",강원일보,https://n.news.naver.com/mnews/article/087/0001045532?sid=101
‘발톱’ 드러낸 일본…속내는 따로 있다 [얽히고설킨 라인야후 사태],"['2', '0', '2', '4', '4']",22,오후 9:02,조동현,822,"1,402",매경이코노미,https://n.news.naver.com/mnews/article/024/0000089238?sid=101
洪 3세도 모두 퇴진…남양유업 장악 끝낸 한앤코 [재계 TALK TALK],"['2', '0', '0', '0', '1']",2,오후 9:02,나건웅,"2,474","2,369",매경이코노미,https://n.news.naver.com/mnews/article/024/0000089237?sid=101
배당 선진국으로…GO! KOREA,"['1', '0', '8', '0', '3']",11,오후 9:02,명순영,"1,691","1,597",매경이코노미,https://n.news.naver.com/mnews/article/024/0000089236?sid=101
韓 배당 성향 26%…대만 절반 수준,"['1', '1', '15', '3', '1']",21,오후 9:02,문지민,661,781,매경이코노미,https://n.news.naver.com/mnews/article/024/0000089235?sid=101
韓 배당 선진국 되려면…분리과세로 노후 세금 폭탄 막아야,"['1', '1', '25', '0', '0']",13,오후 9:02,박수호,"2,603","1,125",매경이코노미,https://n.news.naver.com/mnews/article/024/0000089234?sid=101
"베트남, 폭스콘에 ""전력소비 30% 줄여달라""…여름 전력난 우려","['0', '0', '0', '0', '0']",0,오후 9:01,박진형,490,46,연합뉴스,https://n.news.naver.com/mnews/article/001/0014699994?sid=101
"동서발전, 발달장애인 자립 카페‘발자취’ 개점 지원","['0', '0', '0', '0', '0']",0,오후 9:01,송현수,"1,496","1,397",부산일보,https://n.news.naver.com/mnews/article/082/0001271003?sid=101
"스탠다드에너지, 카이스트에 개발실험용 ESS 공급","['1', '0', '0', '0', '0']",0,오후 9:00,김태현,"2,628",769,머니투데이,https://n.news.naver.com/mnews/article/008/0005040801?sid=101
"“살려주세요, 9층에 사람 있어요”…물량 쏟아지는 ‘이것’ 하루새 12% 뚝","['16', '5', '8', '3', '12']",91,오후 8:57,김정석,"1,390","3,084",매일경제,https://n.news.naver.com/mnews/article/009/0005306727?sid=101
"코소보, 세르비아은행 지점 강제 폐쇄…긴장 고조","['0', '0', '0', '0', '0']",0,오후 8:56,null,0,0,한국경제TV,https://n.news.naver.com/mnews/article/215/0001162942?sid=101
"소액 주주들 ""당했구나""…논란의 '환매조건부 주식매매'","['3', '0', '3', '0', '61']",113,오후 8:56,안상우,"1,456",591,SBS,https://n.news.naver.com/mnews/article/055/0001156948?sid=101
이더ETF 승인시한 앞두고 비트코인·이더 랠리,"['0', '0', '0', '0', '0']",3,오후 8:51,김정아,535,129,한국경제,https://n.news.naver.com/mnews/article/015/0004987367?sid=101
철원 양돈농장서 아프리카돼지열병 발생…14만여마리 이동 제한,"['0', '1', '0', '0', '5']",20,오후 8:47,양지웅,"1,565","2,934",연합뉴스,https://n.news.naver.com/mnews/article/001/0014699988?sid=101
"미래사업단 맡은 경계현, 새 먹거리 발굴","['2', '0', '0', '2', '2']",6,오후 8:45,황정수,"4,084",975,한국경제,https://n.news.naver.com/mnews/article/015/0004987366?sid=101
"건설주택포럼, 건설산업 위기 대응 위한 세미나 열어","['0', '0', '0', '0', '0']",0,오후 8:45,null,0,0,한국경제,https://n.news.naver.com/mnews/article/015/0004987365?sid=101
"초고압 변압기 생산능력…LS일렉트릭, 2배 늘린다","['1', '0', '3', '0', '1']",0,오후 8:43,박의명,"16,023","3,219",한국경제,https://n.news.naver.com/mnews/article/015/0004987363?sid=101
"한전KPS, CEO 주관 ‘청렴혁신 협의체’ 본격 가동","['0', '0', '0', '0', '0']",0,오후 8:41,송현수,"1,496","1,397",부산일보,https://n.news.naver.com/mnews/article/082/0001271002?sid=101
"큐라클 ""안전성·시력개선 효능 입증됐는데, 기술반환? 납득안돼""","['0', '0', '0', '0', '3']",10,오후 8:40,김지완,"1,238","1,328",이데일리,https://n.news.naver.com/mnews/article/018/0005745035?sid=101
"""안전한 코인 투자""…가상자산법 안착에 민관 힘 모은다","['0', '0', '0', '0', '0']",0,오후 8:36,이지영,"1,741","1,717",뉴시스,https://n.news.naver.com/mnews/article/003/0012559060?sid=101
중산층 4명중 1명 ‘적자 인생’...실업급여 센터엔 20대부터 백발 노인까지 줄서,"['3', '0', '9', '0', '1']",27,오후 8:36,김정환,"1,618","1,521",매일경제,https://n.news.naver.com/mnews/article/009/0005306722?sid=101
"""얼마만에 빨간불이야""…이더리움 ETF 기대감에 알트코인 '불기둥'","['0', '0', '0', '5', '4']",10,오후 8:35,이지영,"1,741","1,717",뉴시스,https://n.news.naver.com/mnews/article/003/0012559059?sid=101
"“피자 먹고 비트코인 받자""…빗썸, CU와 피자데이 이벤트","['0', '0', '0', '0', '0']",1,오후 8:35,이지영,"1,741","1,717",뉴시스,https://n.news.naver.com/mnews/article/003/0012559058?sid=101
HBM 주도권 놓친 삼성…반도체 수장 전격 교체,"['1', '0', '0', '2', '1']",17,오후 8:34,김지성,"1,532","1,550",SBS,https://n.news.naver.com/mnews/article/055/0001156938?sid=101
4월 車보험 손해율 80% 돌파…전년比 4.9%p↑,"['0', '0', '0', '0', '1']",0,오후 8:30,황현욱,74,114,데일리안,https://n.news.naver.com/mnews/article/119/0002832004?sid=101
"부산에 산재한 도시문제 푼다…'슬러시드 15' 스타트업, 내달 경연","['0', '0', '0', '0', '0']",0,오후 8:30,최태범,"1,480","1,660",머니투데이,https://n.news.naver.com/mnews/article/008/0005040796?sid=101
"""PC 카톡 왜 안 되지""...카카오톡 '먹통'에 정부 긴급 점검","['0', '0', '1', '0', '0']",6,오후 8:29,선모은,"1,022","1,487",이코노미스트,https://n.news.naver.com/mnews/article/243/0000059809?sid=101
4억짜리 공짜 로또에 전국민 몰렸다…청약 경쟁률 무려 [집슐랭],"['9', '5', '13', '4', '10']",150,오후 8:28,김연하,"1,775",500,서울경제,https://n.news.naver.com/mnews/article/011/0004343486?sid=101
‘불법 리딩방’에 칼 빼든 금감원… 실효성은 ‘갸웃’,"['0', '0', '3', '0', '4']",9,오후 8:20,이정훈,154,236,부산일보,https://n.news.naver.com/mnews/article/082/0001271001?sid=101
"부광약품 자회사, 파킨슨병 약 후유증 치료제 임상 실패","['0', '0', '2', '0', '2']",1,오후 8:18,이춘희,"2,184","3,006",아시아경제,https://n.news.naver.com/mnews/article/277/0005421313?sid=101
"檢 ""김범수 회사 케이큐브, 금산분리 위반 아냐""","['1', '0', '0', '0', '0']",0,오후 8:15,김선영,622,"1,738",서울경제,https://n.news.naver.com/mnews/article/011/0004343477?sid=101
‘똑똑’… 무료 배달 ‘노크’ 하는 hy,"['0', '0', '0', '0', '0']",0,오후 8:14,권이선,561,656,세계일보,https://n.news.naver.com/mnews/article/022/0003934940?sid=101
AI 기술 활용… 3D로 보는 백남준 아트,"['0', '0', '0', '0', '0']",0,오후 8:14,null,0,0,세계일보,https://n.news.naver.com/mnews/article/022/0003934939?sid=101
[귀에빡종원] 희대의 '직구 금지'는 정말 철회됐을까? 6월에 벌어질 수 있는 일들,"['20', '1', '2', '26', '100']",28,오후 8:13,김종원,"3,295","6,877",SBS,https://n.news.naver.com/mnews/article/055/0001156931?sid=101
아모레퍼시픽 ‘에스트라’ 泰 시장 공식 진출,"['0', '0', '0', '0', '0']",0,오후 8:13,권이선,561,656,세계일보,https://n.news.naver.com/mnews/article/022/0003934938?sid=101
무인 문구점 공세에…모닝글로리 ‘유무인 매장’ 확대,"['0', '0', '0', '0', '0']",0,오후 8:11,박정현,215,207,서울경제,https://n.news.naver.com/mnews/article/011/0004343473?sid=101
"부광약품 ""콘테라파마, 파킨슨병 치료제 유럽 2상 실패""","['0', '0', '0', '0', '0']",0,오후 8:11,선모은,"1,022","1,487",이코노미스트,https://n.news.naver.com/mnews/article/243/0000059808?sid=101
"LH, 민간참여 공공주택 공사비 올려준다","['1', '0', '0', '0', '0']",0,오후 8:10,채명준,413,461,세계일보,https://n.news.naver.com/mnews/article/022/0003934936?sid=101
"[기후위기⑥] ""안 멈추고 계속 자랐다""…제주 마늘 수확 현장 가보니","['0', '2', '0', '0', '5']",8,오후 8:10,최윤영,359,536,MBN,https://n.news.naver.com/mnews/article/057/0001819001?sid=101
"""술 한 잔만 주세요""…식당서 잔술·무알코올 맥주 살 수 있다","['0', '0', '0', '0', '2']",18,오후 8:08,이승훈,179,305,MBN,https://n.news.naver.com/mnews/article/057/0001819000?sid=101
롯데케미칼 대표 이훈기 “변화에 적극 대응해 질적 성장해야”,"['0', '0', '0', '0', '0']",0,오후 8:07,김범수,"1,208","1,942",세계일보,https://n.news.naver.com/mnews/article/022/0003934935?sid=101
"현대차·기아, 대학들과 희토류 대체 소재 공동연구","['0', '0', '4', '0', '0']",0,오후 8:06,백소용,180,202,세계일보,https://n.news.naver.com/mnews/article/022/0003934934?sid=101
그녀는 영웅이 될 수 있을까[이윤학의 삼코노미],"['0', '0', '1', '0', '0']",0,오후 8:06,null,0,0,경향신문,https://n.news.naver.com/mnews/article/032/0003297523?sid=101
1분기 가계 빚 2.5조↓… 1년 만에 감소세로,"['1', '0', '1', '1', '0']",0,오후 8:06,박미영,"1,401",834,세계일보,https://n.news.naver.com/mnews/article/022/0003934933?sid=101
저가 커피마저 가격 인상…소비심리 5개월 만에 다시 '비관적',"['0', '1', '1', '1', '5']",14,오후 8:06,길기범,815,"1,034",MBN,https://n.news.naver.com/mnews/article/057/0001818999?sid=101
삼성전자 반도체 수장 전격 교체…'반도체 신화' 전영현 부회장 등판,"['2', '0', '5', '1', '4']",18,오후 8:04,김종민,629,"1,857",MBN,https://n.news.naver.com/mnews/article/057/0001818998?sid=101
“내 일자리는 어디에…”,"['0', '0', '0', '0', '0']",1,오후 8:04,이재문,125,537,세계일보,https://n.news.naver.com/mnews/article/022/0003934931?sid=101
"""안전교육 편법 서명·위험 묵인""…'평택 SPL 사고' 근로자들 증인 신문","['0', '1', '0', '0', '0']",0,오후 8:03,김기현,416,138,뉴스1,https://n.news.naver.com/mnews/article/421/0007553394?sid=101
금융당국 “상호금융권 건전성 악화”…배당 자제 등 대응책 마련 나서기로,"['0', '0', '0', '0', '0']",0,오후 8:03,이도형,"1,403",482,세계일보,https://n.news.naver.com/mnews/article/022/0003934930?sid=101
“혹시 나도 몰랐던 목돈이?”...12조1000억원 ‘숨은 보험금’ 찾아가세요,"['0', '0', '1', '2', '1']",2,오후 8:03,박나은,"1,457","2,504",매일경제,https://n.news.naver.com/mnews/article/009/0005306705?sid=101
반복되는 아파트 부실 시공에…신축아파트 품질 사전 점검,"['0', '0', '0', '0', '10']",11,오후 8:02,김수강,"1,060","1,201",연합뉴스TV,https://n.news.naver.com/mnews/article/422/0000660952?sid=101
"""누가 파는 거야""…판매자 정보 꽁꽁 숨기는 알리·테무","['6', '0', '3', '0', '6']",19,오후 8:02,정설민,577,995,MBN,https://n.news.naver.com/mnews/article/057/0001818996?sid=101
"""8억 아파트를 반값에"" 세종시 로또 청약에 44만명 몰렸다","['1', '0', '0', '1', '1']",14,오후 8:01,이소은,"7,067","1,897",머니투데이,https://n.news.naver.com/mnews/article/008/0005040790?sid=101
"KRISO, 로이드선급과 ‘자율운항선박 국제 규정 개발 공동대응’ 협력","['0', '0', '0', '0', '0']",0,오후 8:01,송현수,"1,496","1,397",부산일보,https://n.news.naver.com/mnews/article/082/0001270999?sid=101
[이코노 브리핑] 유사투자자문업자 불법행위 61건 적발 외,"['0', '0', '0', '0', '0']",0,오후 8:00,null,0,0,세계일보,https://n.news.naver.com/mnews/article/022/0003934928?sid=101
"외국인들에게 사랑받는 K뷰티…""글로벌 진출 가속화""","['0', '0', '1', '0', '0']",1,오후 8:00,이준호,"2,116","4,017",뉴시스,https://n.news.naver.com/mnews/article/003/0012559038?sid=101
"보라스카이 드론, '방위사업청' 문턱 넘었다…전투용 적합 판정","['0', '0', '1', '0', '0']",1,오후 8:00,김태현,"2,628",769,머니투데이,https://n.news.naver.com/mnews/article/008/0005040789?sid=101
윈도우 AI PC와 애플 맥북 경쟁 개막,"['0', '0', '0', '0', '0']",0,오후 7:59,김정아,535,129,한국경제,https://n.news.naver.com/mnews/article/015/0004987360?sid=101
일자리·임금 “불만족”…청년 탈부산 가속,"['0', '0', '0', '0', '0']",1,오후 7:58,김아르,570,446,KBS,https://n.news.naver.com/mnews/article/056/0011725366?sid=101
"도시재생안전협회, 의정부도시공사 저탄소 인증","['1', '0', '0', '0', '0']",0,오후 7:58,박순원,"1,184","1,279",디지털타임스,https://n.news.naver.com/mnews/article/029/0002875060?sid=101
"'비계 삼겹살' 이번엔 백화점에서?…""품질 믿었는데""","['0', '0', '0', '0', '0']",3,오후 7:57,한웅희,614,949,연합뉴스TV,https://n.news.naver.com/mnews/article/422/0000660950?sid=101
